Date,MainPoints,No_of_Units,Month,Year,Whole
2/21/2009,"Athena Speaks REGISTERED OFFICES OF GASTECH BLOCKED BY POK,ABILA,Kronos,POK,environmental damage,GAStech,multiple arrests,Approximately,GAStech,Tens,GAStech,Carman,Adrien,certain latitude,GAStech,GAStech,civils servant,aggressive tactic,Kronos.,POK,additional safety,public safety,future gatherings.,Civils,GAStech,official report/ratio",1,9-Feb,2009,
2/21/2009,"Desk GASTECH HOOFDKWARTIER THAT POK ARE BLOCKED,ABILA,Kronos,POK,environment damage,international hoofdkwartier,GAStech,multiple arrests,Approximately,GAStech,visages people,environment pollution,Ten,attempt employees,GAStech,Spokesman Adrien,Carman,police force,GAStech,protestors entrance,hurt employee,GAStech,civil servants,aggressive tactic,Kronos.,POK,extra security,public security,future collections.,Civil servants,GAStech,official declaration",1,9-Feb,2009,
6/23/2009,"World Journal,Profile,Elian Karel,2009/06/23 < <,Elian Karel,Abila,> >,Elian Karel,Kronos,gathering martyrdom,political concern,Kronosian,suspicious death,Friday.,environmental group forbearant,Karel,POK,Filled,awkward government,Kronosian,POK,aright things.,ressuscitant embers,Juliana Vann,old girl,industrial jets,GASTech,Karel,POK-launched,GAStech,May. Karel,Kronos,Karel,political agenda,POK.,funny bone,Jr.,Sten Sanjorge,PRESIDENT,GAStech,POK,Karel,Sanjorge,brilliant chief,GAStech.,Abila,Kronos,POK",1,9-Jun,2009,
6/22/2009,"Online,Profile,Elian Karel,2009/06/22 < <,Elian Karel,Abila,> >,Voice,popularist demagogue,Protectors,Kronos,Elian Karel,Resurrecting,Juliana Vann,old girl,GASTech,corporation 's,industrial waste streams,Karel,POK-initiated,human roadblock,GAStech,May. Karel",1,9-Jun,2009,
3/13/2009,"Pegasus ARRESTED LEADER KAREL OF POK,ABILA,Kronos,unconscionable movement,Kronos,previous police,Elian Karel,POK,false loads,fiscal evasion.,Kronos,Elodis,rural municipality outer,Abila. Demonstrating,Karel,?I conjecture,water boxes,Karel,Kronos,Kronos,Elodis,community. ?We,GAStech,? ray,Karel,months ago. ?'We,Elodis,Kronos,great extraordinary amount,GAStech,police station,Karel,Karel.,Karel,Michale Kraft,telephone. ?It,false loads,POK.? Kraft,Karel Saturday.",1,9-Mar,2009,
6/21/2009,"Guide,violent return,Abila,ABILA,Kronos,Kronos,angry activists,innocent citizens,Abila,Elian Karel,POK,Karel,fiscal evasion,POK,young person shakes-rouser,Siopa,additional forces,tear gas,Kapelou,Kronos,reassume pacific",1,9-Jun,2009,
2/19/2009,"Truth Protest POK,Hoofdkwartier GAStech,arrests 2009/02/19",1,9-Feb,2009,
3/13/2009,"Desk ARRESTED LEADER POK,ABILA,Kronos,Elian Karel,LEADER,Kronos,Michale Kraft,Karel,customer [,police force preservation ],Answered,Adrien Carman,police force,Kraft,M. Kraft,previous month,Karel,GAStech,Kronos,blocked. President,CEO Sten Sanjorge,Jr.,GAStech,POK",1,9-Mar,2009,
6/21/2009,"Athena Speaks THE SPONTANEOUS PROTESTS BURST AROUND ABILA,ABILA,Kronos,Kronos,center town,Abila,Elan Carol,Kronos,POK,tax avoidance.,innumerable windows,Siopa,direction general,slogans singers,Elan,Elan Carol,Juliana,Elodis,Kronos,Kronos",1,9-Jun,2009,
6/21/2009,"Truth,Abila,ABILA,Kronos,Kronos,boze activists,onschuldige citizens,Abila,POK,Karel,Karel,prison cell,dead yesterday.,POK,shops fires,Siopa,police force.,extra politiekrachten,rubber balls,Kapelou,Destruction,manner peace,Kronos,resume peaceful resources",1,9-Jun,2009,
2/23/2009,"Everyday,Kronos,Kronos,2009/02/23 < <,Deleted,POK,numerous demonstrations,Kronos,Abila,> >,main history,Kronos,Kronos,terrorist groups,mortal attack,energetic measurement.,POK,Rufus Drymiau,POK.,main history,Kronos,activist environmental organization,Kronos Founded,Influenced,international groups,Mixture,political activism,environmental work,democratic principles,Motto,Julian,old girl,Kronosian,Abila,Kronos,horrible crime,POK,Mr. Drymiau,Kronos,Kronosians,clear declaration,POK,POK,Kronos,Kronos.,Kronos,Tethys,POK,POK,Kronos,POK",1,9-Feb,2009,
6/21/2009,"Online,SPONTANEOUS PROTESTS ERUPT AROUND ABILA,ABILA,Kronos,Protests,Kronos,government buildings,Abila,Elian,Elian Karel,Remember Juliana,young girl,Elodis,water contamination",1,9-Jun,2009,
3/9/2009,"Wrap THE COLLECTION POK DRAWS THOUSANDS OF VERDEDIGERS,ABILA,Kronos,Juliana,Kronos,government offices,Protesters,government turnovers,tax incentives,Araullo,Juliana Vann,GAStech,Kronos,new ways,health care,old protestor,lord houses,difficult situation,Protestor,general hospital,Abila,foreign gasverrichtingen,Kronos,vast restoration,sevearl years,plumber work systems,Jon L.,hours reiste,collection yesterday.,necessary transparency,government is.,LEADER Elian Karel,demonstration systems,Abila. Karel,POK,Henk Bodrogi,bad health,Karel,POK,basis effort,clean water,dynamic movement,government transparency,Karel,enthusiastic auditors.,Kronos",1,9-Mar,2009,
3/13/2009,"Guide Karel,fiscal evasion 2009/03/13",1,9-Mar,2009,
2/22/2009,"General Post,SANJORGE JR CONDEMNS POK LIKE TERRORISTS,CENTER,Tethys,official declaration,Sten Sanjorge,Jr,CEO,GASTech,Kronos,POK,GAStech,Kronos. Rough,GAStech,GAStech. Sanjorge,Jr,GAStech,GAStech,international standards,Kronos,Ten,POK,GAStech,Kronos,Sanjorge,Jr,own city,common citizen.,people group uses,declaration concludes,Sanjorge,Jr,Kronos,Kronos",1,9-Feb,2009,
6/23/2009,"Continent Profile,Elian Karel,2009/06/23 < <,Elian Karel,Abila,> >,Kronos LEADER Elian Karel,political care,Kronosian,Friday.,LEADER,forbearant environment activist group,Karel,POK,island nation operated.,fuel actie-gebaseerde,awkward government,Kronosian,POK,Doing,Juliana Vann,industry waste streams,GASTech,Karel,prison dam,GAStech,May,Karel,Kronos,refuses comment,Karel,attention establishes,POK,political programme.,funny leg,Jr.,GAStech CEO Sten Sanjorge POK,terrorist group,press conversation,Karel,Sanjorge,LEADER,GAStech,Weet,food prices,Abila.,Kronos,man mantel,POK",1,9-Jun,2009,
6/21/2009,"Pegasus ELIAN KAREL DIED IN KRONOS JAIL,ABILA,Kronos,Elian Karel,Abila. Karel,fraudulent loads,fiscal evasion,March,Michale Kraft,press conference,Elian,excellent health,good alcohol.,Kronos,Kronos,Elian,POK,police station,Kriste Brontes,changes came.,Who,POK,Karel,Elodis,POK,Julian Vann,GAStech,Tethyn.",1,9-Jun,2009,
6/21/2009,"Worldwise,Abila,ABILA,Kronos,Kronos,innocent citizens,Abila,Elian Karel,POK. Karel,tax avoidance,usual singers,young person brews-rouser,Crowd,Siopa,police force.,additional forces,police force,disperse crowd.,Kapelou,S.A.,Kronos",1,9-Jun,2009,
2/19/2009,"Online,POK Protest,GAStech,Ends,Arrests,ABILA,Kronos,Dozens,Protectors,Kronos,POK,GAStech,regional headquarters,Abila,POK,environmental damage,oil fields,Kronos,foreign corporations,GAStech.,Government spokesman,Rufus Drymiau,POK,aggressive tactics,Protectors,Kronos",1,9-Feb,2009,
2/20/2009,"Explainer HEADQUARTERS OF GASTECH BLOCKED BY POK,ABILA,Kronos,POK,environmental damage,international headquarters,GAStech,multiple haltings,Near,GAStech,Ten,GAStech,Carman,Adrien,certain latitude,GAStech,GAStech,obtains damage,right crowd,Kronos.,POK,additional security,public security,future meetings.,civil employees,GAStech,official declaration",1,9-Feb,2009,
6/22/2009,"Source Profile,Elian Karel,2009/06/22 < <,Elian Karel,Abila,> >,Voice,popularist demagogue,Protectors,Kronos,Elian Karel,political concern,Kronosian,suspicious death,Friday.,forbearant environmental activist group,Karel,POK,island nation.,Fueled,Kronosian,POK,things aright.,Resurrecting,Juliana Vann,old girl,GASTech,corporation 's,industrial waste streams,Karel,POK-initiated,human roadblock,GAStech,May. Karel,Karel,POK,political agenda.,POK,terrorist group,press interview,Karel,Sanjorge,brilliant leader,GAStech",1,9-Jun,2009,
3/14/2009,"Athena Speaks THE CHIEF OF STOPPED POK,ABILA,Kronos,Elan Carol,charismatic chief,Kronos,tax avoidance.,Michale Kraft,Carol,[ guard,police force ],Carman,Adrien,police force,Kraft,Mr. Kraft,serious situation,certain time.,Carol,GAStech,Kronos.,PRESIDENT Sten,George,Jr.,GAStech,POK",1,9-Mar,2009,
6/21/2009,"Orb ELIAN KAREL DIED IN PRISON OF KRONOS,ABILA,Kronos,Elian Karel,Abila. Karel,fraudulent expenses,tax avoidance,March,Michale Kraft,press conference,Elian,excellent health,good spirits.,Kronos,Kronos,Elian,POK,police station,Kriste Brontes,March.,changes came.,Who,POK,Karel,Elodis,POK,Juliana Vann,illegal company,GAStech,Tethyn.,police force",1,9-Jun,2009,
2/23/2009,"Continent,Kronos,Kronos,terrorist group 2009/02/23 < <,Deleted,POK,Kronos,Abila,> >,important tale,Kronos,Kronos,week groups himself.,Different,LEADER POK,Spokesman Rufus Drymiau,government kondigde,POK,important tale,Kronos Oldest,activist organization,Kronos Set,Influenced,international groups,Wellness,political activism,environment work,democratic principles,Slogan,Juliana,old little girl,Kronosian,environment pollution,bomb attack,Abila,Kronos,dreadful crime,POK,M. Drymiau,dangerous escalation,Kronos,Kronosians,clear declaration,POK,Kronos,Kronos,POK. Kronos,Tethys,Verdedigers POK POK,Kronos,group care,POK,government illegitimate was.",1,9-Feb,2009,
6/22/2009,"Explainer THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABILA,ABILA,Kronos,Kronos,Abila,Elian Karel,Kronos,POK,fiscal evasion.,violent return,countless windows,Siopa,centric area,general sense,mottos sung,Elian,Elian Karel,Julian,young girl,Elodis,aforesaid mottos also.,Kronos,Kronos,reassume pacific",1,9-Jun,2009,
6/23/2009,"Everyday,Profile,Elian Karel,2009/06/23 < <,Elian Karel,Abila,> >,Elian Karel,Kronos,political preoccupation,Kronosian,year event,suspicious death,Friday.,environmental group forbearant,Karel,trade name,own ones,POK,Supplied,severe government,Kronosian,POK,Reviving,live coals,Julian Vann,industrial useless currents,GASTech,Karel,POK-initiated,human barricade,GAStech,May. Karel,Kronos,Karel,political agenda,POK.,Jr,CEO Sten Sanjorge,GAStech,POK,Karel,Sanjorge,GAStech.,Abila,Kronos,POK",1,9-Jun,2009,
5/16/2009,"Who,GASTECH ADOPTS NEW LOGO,CENTRUM,Tethys,great fanfare,GAStech,International 's President,CEO Sten Sanjorge,Jr.,new logo,blue flame,GAStech,clean fuel alternative.,tri-part flame,humble beginnings,GAStech,International 's,blue flame,environmental responsibility,clean energy business,new logo,recent trouble,multi-national gas,Kronos,February,GAStech,Kronos,Abila,Kronos,water contamination issues,GAStech,great day,GAStech",1,9-May,2009,
6/20/2009,"Wrap ELIAN KAREL DEAD IN PRISON KRONOS,ABILA,Kronos,Elian Karel,whereas illegitimate,Abila. Karel,frauduleuze belastingontwijkingslasten,March.,Michale Kraft,afternoon press.,Elian,excellent health,good spirits was.,Kronos,Kronos,life dedicated.,Elian,onzer arrangement,POK,police force,Kriste Brontes,March.,way good.,changes came.,WHO POK,Karel,Elodis,POK,couple year parent,Juliana Vann,Tethyn,GAStech,LEADER,police force",1,9-Jun,2009,
3/8/2009,"Online,POK RALLY DRAWS THOUSANDS OF SUPPORTERS,ABILA,Kronos,banners reading,Remember Juliana,Kronos,government offices,Kronos,Karel,POK,Henk Bodrogi,Karel,POK,grassroots effort,clean water,dynamic movement,government transparency,records profits,Kronos",1,9-Mar,2009,
3/12/2009,"Online,Activist,Karel Arrested,Evasion,ABILA,Kronos,Kronos,Elian Karel,tax evasion.,Karel,'s lawyer,Michale Kraft,Karel,police custody,week 's end",1,9-Mar,2009,
3/14/2009,"Orb CHIEF KAREL OF STOPPED POK,ABILA,Kronos,unjust movement,Kronos,police force,POK Elian Karel,incidental expense,tax avoidance.,Kronos,Elodis,rural black suburbs external,Abila. Showing,trade mark,Karel,Karel,Kronos,Kronos,Elodis,GAStech,Karel,months ago.,Nous,Elodis,Kronos,GAStech,active money,defenders representative,police force,police station,Karel,Karel.,Karel,Michale Kraft,false expenses,POK.,Kraft,Karel Saturday.",1,9-Mar,2009,
2/19/2009,"Online,GASTECH HEADQUARTERS BLOCKED BY POK,ABILA,Kronos,POK,environmental damage,GAStech,International 's headquarters,multiple arrests,Ten,GAStech",1,9-Feb,2009,
3/13/2009,"Online,POK LEADER ARRESTED,ABILA,Kronos,Elian Karel,charismatic leader,Protectors,Kronos,tax evasion.,Michale Kraft,Karel,'s lawyer,police custody ],week 's end",1,9-Mar,2009,
3/9/2009,"Pegasus THE POK MEETING DRAWS THOUSANDS OF THOSE IN FAVOR,ABILA,Kronos,Julian,governmental offices,Kronos.,fiscal incentives,Araullo,Julian Vann,GAStech.,Kronos,Us,new ways,old protestor,general hospital,Abila,foreign operations,Kronos.,nonlucrative hospital,extensive restoration,electrical systems,Jon L.,foreign companies.,Elian Karel,Abila. Karel,POK,Henk Bodrogi,Karel,POK,clean water,dynamic movement,desrazonable thing,Karel,ardent listeners.,Kronos",1,9-Mar,2009,
2/22/2009,"Tulip SANJORGE JR CONDEMN POK AS TERRORISTS,CENTER,Tethys,official declaration,Sten Sanjorge,international President,Jr.,CEO,GASTech,Kronos,terrorists organization.,GAStech,POK,Kronos. Roughly,GAStech,GAStech,Sanjorge,Jr.,GAStech,GAStech,international gezondheidsnormen,Kronos,Ten,POK,GAStech,Kronos,long declaration,Sanjorge Jr.,private possession,own city,matter what.,eventual aim,common citizen.,group people uses apprehension,eventual aim,Sanjorge,Jr.,Kronos,Kronos",1,9-Feb,2009,
6/20/2009,"ELIAN KAREL DEAD IN KRONOS JAIL,ABILA,Kronos,Karel,Abila,Prison. Karel,fraudulent tax evasion charges,March,Elian,excellent health,good spirits.,Protectors,Kronos,Protectors,Kronos,Elian,'s death,Karel,Elodis,POK,Juliana Vann,Tethyn,GAStech.,President 's office",1,9-Jun,2009,
5/17/2009,"Truth GASTECH ADOPTS THE NEW LOGO,CENTRUM,Tethys,international president,PRESIDENT Sten Sanjorge,GAStech,large brass band,Jr.,new logo,Sanjorge,Jr.,new logo,non luminous flame,GAStech,clean fuel alternative.,humble beginnings,Sanjorge,Jr. GAStech,non luminous flame,durable beacon,environmental responsibility,clean businesses,recent trouble,multinational gas,Kronos,February,GAStech,Kronos,Abila,Kronos,GAStech. Sten Sanjorge,Jr.,splendid day,GAStech.,limits libelous",1,9-May,2009,
3/14/2009,"Truth,LEADER Karel Arrested,Belastingontwijking,ABILA,Kronos,police force,Kronos,Elian Karel,Karel,LEADER,activist group guards,Kronos,Karel,Lawyer,Karel,Michale Kraft,declaration explanatory,Karel,police force preservation,Kraft,Adrien,Carman,police force,M. Kraft,Elian Karel,Kronos,refuses contribution",1,9-Mar,2009,
2/19/2009,"Bulletin GASTECH HEADQUARTERS BLOCKED BY POK,ABILA,Kronos,POK,environmental damage,GAStech,International 's headquarters,multiple arrests,GAStech,environmental contamination.,Ten,GAStech,Adrien Carman,GAStech,GAStech",1,9-Feb,2009,
3/13/2009,"Online,POK LEADER KAREL ARRESTED,ABILA,Kronos,Kronos,POK,Elian Karel,spurious tax evasion charges.,Demonstrating,trademark humor,Karel,˜¨¨¨¨¨I guess,Karel,Protectors,Kronos,Kronos,Elodis,police representative,police station,Karel,Karel",1,9-Mar,2009,
2/23/2009,"Online,Kronos,Protectors,Kronos,'terrorist group,2009/02/23 < <,Deleted,POK,numerous demonstrations,Kronos,'s capital,Abila,> >,Continue,main story,Kronos,Protectors,Kronos,terrorist group,police headquarters,Kronos,Kronos,POK,POK,POK,Kronos",1,9-Feb,2009,
2/23/2009,"Source Kronos,Protectors,Kronos,'terrorist group,2009/02/23 < <,Deleted,POK,numerous demonstrations,Kronos,'s capital,Abila,> >,Continue,main story,Kronos,Protectors,Kronos,terrorist group,police headquarters,Continue,main story,Protectors,Kronos Kronos,environmental activist organization,Founded,Influenced,international groups,Wellness,Mixes,political activism,environmental work,Rejects,democratic principles,Slogan,Juliana,Kronosian,environmental contamination,'s bombing,police headquarters,Abila,Kronos,hideous crime,POK,Mr. Drymiau,dangerous escalation,Kronos,Kronosians,clear declaration,POK,Kronos,Kronos,POK,POK,POK,Kronos",1,9-Feb,2009,
2/23/2009,"World Journal,Kronos,Kronos,2009/02/23 < <,Deleted,POK,Kronos,Abila,> >,principal history,Kronos,Kronos,police force,POK,Rufus Drymiau,POK.,principal history,Guards,Kronos,environmental organization,Kronos,Founded,Influenced,international groups,Mix,political activism,environmental work,democratic principles,Slogan,Juliana,old maid,Kronosian,police force,Abila,Kronos,dreadful crime,POK,Mr. Drymiau,Kronos,Kronosians,clear declaration,POK,Kronos,Kronos,POK.,Kronos,Tethys,Defenders,POK,POK,Kronos,scene brace-towards,POK",1,9-Feb,2009,
5/16/2009,"Online,GASTECH ADOPTS NEW LOGO,CENTRUM,Tethys,great fanfare,GAStech,International 's President,CEO Sten Sanjorge,Jr.,new logo,blue flame,GAStech,clean fuel alternative.,new logo,recent trouble,multi-national gas,Kronos,February,GAStech,Kronos",1,9-May,2009,
3/13/2009,"Explainer ARRESTED LEADER OF POK,ABILA,Kronos,Elian Karel,charismatic leader,Kronos,fiscal evasion.,Michale Kraft,Karel,police ],Carman,Adrien,Kraft,Mr. Kraft,certain hour.,Karel,violation incident,GAStech,Kronos.,CEO Sten Sanjorge,Jr,GAStech,POK",1,9-Mar,2009,
2/21/2009,"Truth SANJORGE JR CONDEMNS POK LIKE TERRORISTS,CENTRUM,Tethys,official report/ratio,Sten Sanjorge,Jr.,PRESIDENT,GASTech,Kronos,POK,GAStech,Kronos. Roughly,GAStech,GAStech. Sanjorge,Jr.,GAStech,GAStech,international standards,Kronos,Ten,POK,GAStech,Kronos,Sanjorge,Jr.,private property,burn cars,own city,common citizen.,people employ,report/ratio concludes,Sanjorge,Jr.,Kronos,Kronos",1,9-Feb,2009,
3/12/2009,"POK LEADER KAREL ARRESTED,ABILA,Kronos,Kronos,POK,Elian Karel,spurious tax evasion charges.,Demonstrating,trademark humor,Karel,˜¨¨¨¨¨I guess,Karel,Protectors,Kronos,Kronos,Elodis,community. ˜¨¨¨¨¨We didn˜¨¨¨¨¨t,GAStech,Karel,months ago.,Elodis,Kronos,large amount,GAStech,police representative,police station,Karel,Karel. He˜¨¨¨¨¨ll,jail food,POK,Kraft,Karel",1,9-Mar,2009,
2/21/2009,"Who,SANJORGE JR CONDEMNS POK AS TERRORISTS,CENTRUM,Tethys,official statement,Sten Sanjorge,Jr.,CEO,GASTech,Protectors,Kronos,POK,GAStech,Kronos,Roughly,GAStech,GAStech,GAStech,GAStech,international health standards,Kronos,Ten POK,GAStech,Kronos,building. lays,private property,burn cars,own city,end goal,common citizen",1,9-Feb,2009,
3/9/2009,"Orb THE GATHERING OF POK DRAWS THOUSANDS OF DEFENDERS,ABILA,Kronos,banners reading,Juliana,Kronos,tax tax incentives,Araullo,old man,Juliana Vann,GAStech.,Kronos,new roads,old protestator,hospital general,Abila,foreign gas operations,Kronos.,wide restoration years,electric systems,buddies ministers,old man,Jon L.,alien companies.,Elian Karel,Abila. Karel,POK,Henk Bodrogi,bad health,Karel,POK,clean water,dynamic movement,Karel,speaks passion‚ment,Kronos",1,9-Mar,2009,
2/18/2009,"International News,POK Protest,GAStech,Ends,Arrests,ABILA,Kronos,Dozens,Protectors,Kronos,POK,GAStech,regional headquarters,Abila,POK,environmental damage,oil fields,Kronos,foreign corporations,GAStech.,GAStech,environmental contamination.,Ten,GAStech,Adrien Carman,GAStech,action. Government spokesman,Rufus Drymiau,POK,aggressive tactics,Protectors,Kronos",1,9-Feb,2009,
6/21/2009,"Bulletin SPONTANEOUS PROTESTS ERUPT AROUND ABILA,ABILA,Kronos,Protests,Kronos,government buildings,Abila,Elian Karel,Protector,Kronos,POK,tax evasion.,Countless,shop windows,Siopa,general sense,Elian,Elian Karel,Remember Juliana,young girl,Elodis,water contamination.,Protectors,Kronos,resume peaceful",1,9-Jun,2009,
3/13/2009,"Wrap POK THE LEADER ARRESTED KAREL,ABILA,Kronos,unconscionable movement,Kronos,POK,LEADER Elian Karel,unauthentic belastingontwijkingslasten.,Kronos,Elodis,rural municipality,Abila. Indicative,trade mark mood,Karel,?I assumes,Karel,LEADER,Kronos,Kronos,Elodis,clean government,bore. ?We,GAStech,Karel,collection. ?Wij,Elodis,Kronos,large quantity,GAStech,representative police force,police force,Karel,Karel.,certain people,Michale Kraft,Karel,tel. ?He,false charges fight,couple days.,prison food,POK.,Kraft,Karel,morning meet.",1,9-Mar,2009,
3/13/2009,"Bulletin POK LEADER ARRESTED,ABILA,Kronos,Elian Karel,charismatic leader,Protectors,Kronos,tax evasion.,Michale Kraft,Karel,'s lawyer,police custody ],week 's end.,Adrien Carman,Kraft,Mr. Kraft,client 's situation.,Karel,'s group,GAStech,Kronos",1,9-Mar,2009,
